Make,Model,Model_Variant,Year_Start,Year_End,New_Gens
CITROEN,C5,VTR+ Nav,2009,2009,FALSE
CITROEN,C5,Exclusive,2008,2009,FALSE
CITROEN,C5,Exclusive,2012,2014,FALSE
CITROEN,C5,Exclusive,2008,2009,FALSE
CITROEN,C5,Exclusive,2009,2012,FALSE
CITROEN,C5 AIRCROSS,Feel,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair,2020,2020,FALSE
CITROEN,C5 AIRCROSS,Flair Plus,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair Plus,2020,2020,FALSE
CITROEN,C5 AIRCROSS,Sense,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine Plus,2021,2022,FALSE
CITROEN,C5 AIRCROSS,Shine Plus,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Flair,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair Plus,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair,2020,2020,FALSE
CITROEN,C5 AIRCROSS,Flair Plus,2020,2020,FALSE
CITROEN,C5 AIRCROSS,Shine,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine Plus,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Black Edition,2021,2022,FALSE
CITROEN,C5 AIRCROSS,Feel,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Feel,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair Plus,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair Plus,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Sense,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Sense,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine Plus,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Shine Plus,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Flair,2018,2020,FALSE
CITROEN,C5 AIRCROSS,Flair Plus,2018,2020,FALSE
CITROEN,C5 AIRCROSS,C-Series,2020,2022,FALSE
CITROEN,C5 AIRCROSS,Sense Plus,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Sense Plus,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Plus,2023,,TRUE
CITROEN,C5 AIRCROSS,Shine,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Shine,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Max,2023,,TRUE
CITROEN,C5 AIRCROSS,C-Series Edition,2022,2023,FALSE
CITROEN,C5 AIRCROSS,C-Series Edition,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Shine,2023,2023,FALSE
CITROEN,C5 AIRCROSS,Max,2023,,TRUE
CITROEN,C5 AIRCROSS,C-Series Edition,2023,2023,FALSE
CITROEN,C5 AIRCROSS,E-Series,2023,,TRUE
CITROEN,C5 AIRCROSS,Shine,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Max,2023,,TRUE
CITROEN,C5 AIRCROSS,C-Series Edition,2022,2023,FALSE
CITROEN,C5 AIRCROSS,E-Series,2023,,TRUE
CITROEN,C5 AIRCROSS,Sense Plus,2022,2022,FALSE
CITROEN,C5 AIRCROSS,Sense Plus,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Plus,2023,,TRUE
CITROEN,C5 AIRCROSS,Shine,2022,2022,FALSE
CITROEN,C5 AIRCROSS,Shine,2022,2023,FALSE
CITROEN,C5 AIRCROSS,Max,2023,,TRUE
CITROEN,C5 AIRCROSS,C Series Edition,2022,2022,FALSE
CITROEN,C5 AIRCROSS,C Series Edition,2022,2023,FALSE
CITROEN,C5 X,Sense Plus,2021,2023,FALSE
CITROEN,C5 X,Shine,2021,2023,FALSE
CITROEN,C5 X,Shine Plus,2021,2023,FALSE
CITROEN,C5 X,You,2023,,TRUE
CITROEN,C5 X,Plus,2023,,TRUE
CITROEN,C5 X,Max,2023,,TRUE
CITROEN,C5 X,Shine,2021,2022,FALSE
CITROEN,C5 X,Shine Plus,2021,2022,FALSE
CITROEN,C5 X,Sense Plus,2021,2023,FALSE
CITROEN,C5 X,Shine,2021,2023,FALSE
CITROEN,C5 X,Shine Plus,2021,2023,FALSE
CITROEN,C5 X,Plus,2023,,TRUE
CITROEN,C5 X,Max,2023,,TRUE
CITROEN,C5 X,Hypnos,2023,,TRUE
CITROEN,DS5,DStyle,2012,2014,FALSE
CITROEN,DS5,DSport,2012,2015,FALSE
CITROEN,DS5,DSign,2012,2012,FALSE
CITROEN,DS5,DStyle,2012,2012,FALSE
CITROEN,DS5,DSign,2013,2014,FALSE
CITROEN,DS5,DSign,2012,2013,FALSE
CITROEN,DS5,DStyle,2012,2013,FALSE
CITROEN,DS5,DStyle,2013,2015,FALSE
CITROEN,DS5,DSign,2014,2015,FALSE
CITROEN,DS5,DStyle,2014,2015,FALSE
CITROEN,DS5,DSign,2012,2014,FALSE
CITROEN,DS5,DSign,2012,2014,FALSE
CITROEN,DS5,DStyle,2012,2015,FALSE
CITROEN,DS5,DStyle,2012,2015,FALSE
CITROEN,DS5,DSport,2012,2015,FALSE
CITROEN,DS5,DSport,2012,2015,FALSE
CITROEN,DS5,DSign,2013,2014,FALSE
CITROEN,DS5,DStyle,2013,2014,FALSE
CITROEN,DS5,DSport,2013,2014,FALSE
CITROEN,DS5,DSport,2014,2015,FALSE
CITROEN,DS5,DSign,2012,2014,FALSE
CITROEN,DS5,DSign,2013,2014,FALSE
CITROEN,DS5,DStyle,2012,2014,FALSE
CITROEN,DS5,DStyle,2012,2014,FALSE
CITROEN,DS5,DStyle,2013,2015,FALSE
CITROEN,DS5,DStyle,2013,2015,FALSE
CITROEN,DS5,DSport,2012,2014,FALSE
CITROEN,DS5,DSport,2012,2014,FALSE
CITROEN,DS5,DSport,2013,2015,FALSE
CITROEN,DS5,DSport,2013,2015,FALSE
CITROEN,CX,,1986,1987,FALSE
CITROEN,CX,RE,1986,1987,FALSE
CITROEN,CX,TRS,1986,1989,FALSE
CITROEN,CX,Pallas,1983,1985,FALSE
CITROEN,CX,GTI,1986,1989,FALSE
CITROEN,CX,GTI,1986,1986,FALSE
CITROEN,CX,GTI,1986,1989,FALSE
CITROEN,CX,Safari,1986,1987,FALSE
CITROEN,CX,Familiale,1986,1987,FALSE
CITROEN,CX,Safari,1987,1989,FALSE
CITROEN,CX,Familiale,1987,1989,FALSE
CITROEN,CX,Safari,1989,1991,FALSE
CITROEN,CX,Safari,1989,1991,FALSE
CITROEN,CX,Safari,1990,1991,FALSE
CITROEN,CX,Safari,1986,1989,FALSE
CITROEN,CX,Familiale,1990,1991,FALSE
CITROEN,CX,Familiale,1989,1991,FALSE
CITROEN,CX,DTR,1986,1987,FALSE
CITROEN,CX,DTR,1987,1989,FALSE
CITROEN,CX,Safari,1986,1987,FALSE
CITROEN,CX,Safari,1987,1989,FALSE
CITROEN,CX,Safari,1989,1991,FALSE
CITROEN,CX,Croisette,1988,1988,FALSE
CITROEN,XM,,1989,1992,FALSE
CITROEN,XM,,1989,1992,FALSE
CITROEN,XM,,1990,1994,FALSE
CITROEN,XM,,1989,1994,FALSE
CITROEN,XM,,1992,1994,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,Si,1989,1992,FALSE
CITROEN,XM,Si,1990,1993,FALSE
CITROEN,XM,Si,1989,1993,FALSE
CITROEN,XM,Si,1990,1993,FALSE
CITROEN,XM,SEi,1989,1992,FALSE
CITROEN,XM,SEi,1990,1992,FALSE
CITROEN,XM,SEi,1989,1993,FALSE
CITROEN,XM,SEi,1990,1993,FALSE
CITROEN,XM,VSX,1997,1999,FALSE
CITROEN,XM,,1993,1994,FALSE
CITROEN,XM,,1993,1994,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,Si,1993,1994,FALSE
CITROEN,XM,Si,1993,1994,FALSE
CITROEN,XM,SEi,1993,1994,FALSE
CITROEN,XM,SEi,1993,1994,FALSE
CITROEN,XM,VSX,1994,1997,FALSE
CITROEN,XM,VSX,1994,2000,FALSE
CITROEN,XM,Exclusive,1994,1997,FALSE
CITROEN,XM,Exclusive,1994,1997,FALSE
CITROEN,XM,Si,1989,1990,FALSE
CITROEN,XM,Si,1990,1992,FALSE
CITROEN,XM,SEi,1989,1990,FALSE
CITROEN,XM,SEi,1990,1994,FALSE
CITROEN,XM,SEi,1992,1994,FALSE
CITROEN,XM,Exclusive,1994,2000,FALSE
CITROEN,XM,,1990,1993,FALSE
CITROEN,XM,,1990,1993,FALSE
CITROEN,XM,,1990,1994,FALSE
CITROEN,XM,,1991,1994,FALSE
CITROEN,XM,,1990,1994,FALSE
CITROEN,XM,,1991,1994,FALSE
CITROEN,XM,SED,1990,1994,FALSE
CITROEN,XM,SED,1991,1994,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,VSX,1994,1997,FALSE
CITROEN,XM,VSX,1994,2000,FALSE
CITROEN,XM,Exclusive,1994,1999,FALSE
CITROEN,XM,VSX,1994,1997,FALSE
CITROEN,XM,Exclusive,1994,1999,FALSE
CITROEN,XM,,1991,1994,FALSE
CITROEN,XM,,1991,1994,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,SX,1994,1997,FALSE
CITROEN,XM,Si,1991,1992,FALSE
CITROEN,XM,Si,1991,1993,FALSE
CITROEN,XM,Si,1993,1994,FALSE
CITROEN,XM,Si,1993,1994,FALSE
CITROEN,XM,VSX,1997,1999,FALSE
CITROEN,XM,VSX,1994,1997,FALSE
CITROEN,XM,VSX,1994,2000,FALSE
CITROEN,XM,Si,1991,1992,FALSE
CITROEN,XM,SEi,1991,1994,FALSE
CITROEN,XM,SEi,1992,1994,FALSE
CITROEN,XM,Exclusive,1994,1996,FALSE
CITROEN,XM,,1991,1994,FALSE
CITROEN,XM,,1992,1994,FALSE
CITROEN,XM,VSX,1994,1997,FALSE
CITROEN,XM,VSX,1994,2000,FALSE
CITROEN,XM,VSX,1994,2000,FALSE
CITROEN,XM,Prestige,1991,1992,FALSE
CITROEN,XM,Prestige,1991,1992,FALSE
CITROEN,XM,Premiere,1992,1992,FALSE
CITROEN,XM,Premiere,1992,1992,FALSE
CITROEN,XM,Onyx,1994,1994,FALSE
CITROEN,XM,Onyx,1994,1994,FALSE
CITROEN,XM,Premiere,1994,1994,FALSE
CITROEN,XM,Premiere,1994,1994,FALSE
CITROEN,XM,Prestige,1994,1994,FALSE
CITROEN,XM,Prestige,1994,1994,FALSE
CITROEN,XM,Onyx,1994,1994,FALSE
CITROEN,XM,Onyx,1994,1994,FALSE
CITROEN,C6,,2006,2008,FALSE
CITROEN,C6,Lignage,2006,2008,FALSE
CITROEN,C6,Exclusive,2006,2009,FALSE
CITROEN,C6,,2006,2008,FALSE
CITROEN,C6,,2008,2009,FALSE
CITROEN,C6,Lignage,2006,2008,FALSE
CITROEN,C6,Exclusive,2006,2008,FALSE
CITROEN,C6,Exclusive,2008,2010,FALSE
CITROEN,C6,,2006,2008,FALSE
CITROEN,C6,Lignage,2006,2009,FALSE
CITROEN,C6,Exclusive,2006,2009,FALSE
CITROEN,C6,Exclusive,2009,2012,FALSE
CITROEN,SYNERGIE,X,1996,1999,FALSE
CITROEN,SYNERGIE,X,1996,1999,FALSE
CITROEN,SYNERGIE,LX,1995,2000,FALSE
CITROEN,SYNERGIE,LX,1995,2000,FALSE
CITROEN,SYNERGIE,SX,1995,2000,FALSE
CITROEN,SYNERGIE,SX,1995,2000,FALSE
CITROEN,SYNERGIE,LX,2000,2000,FALSE
CITROEN,SYNERGIE,LX,2000,2002,FALSE
CITROEN,SYNERGIE,SX,2000,2002,FALSE
CITROEN,SYNERGIE,SX,2000,2001,FALSE
CITROEN,SYNERGIE,SX,2000,2002,FALSE
CITROEN,SYNERGIE,SX,2000,2001,FALSE
CITROEN,SYNERGIE,Exclusive,2000,2002,FALSE
CITROEN,SYNERGIE,Exclusive,2000,2002,FALSE
CITROEN,SYNERGIE,X,1996,1999,FALSE
CITROEN,SYNERGIE,X,1996,1999,FALSE
CITROEN,SYNERGIE,LX,1995,2000,FALSE
CITROEN,SYNERGIE,LX,1995,2000,FALSE
CITROEN,SYNERGIE,SX,1995,2000,FALSE
CITROEN,SYNERGIE,SX,1995,2000,FALSE
CITROEN,SYNERGIE,VSX,1995,1998,FALSE
CITROEN,SYNERGIE,VSX,1996,1998,FALSE
CITROEN,SYNERGIE,Exclusive,1998,1999,FALSE
CITROEN,SYNERGIE,Exclusive,1998,1999,FALSE
CITROEN,SYNERGIE,LX,2000,2000,FALSE
CITROEN,SYNERGIE,LX,2000,2002,FALSE
CITROEN,SYNERGIE,SX,1999,2000,FALSE
CITROEN,SYNERGIE,SX,1999,2002,FALSE
CITROEN,SYNERGIE,SX,2000,2001,FALSE
CITROEN,SYNERGIE,Exclusive,1999,2000,FALSE
CITROEN,SYNERGIE,Exclusive,1999,2000,FALSE
CITROEN,SYNERGIE,Exclusive,2000,2002,FALSE
CITROEN,SYNERGIE,Exclusive,2000,2002,FALSE
CITROEN,SYNERGIE,Desire,1997,1998,FALSE
CITROEN,SYNERGIE,Desire,1997,1998,FALSE
CITROEN,C8,LX,2003,2005,FALSE
CITROEN,C8,SX,2004,2005,FALSE
CITROEN,C8,SX,2003,2005,FALSE
CITROEN,C8,LX,2005,2007,FALSE
CITROEN,C8,SX,2005,2007,FALSE
CITROEN,C8,SX,2005,2007,FALSE
CITROEN,C8,Exclusive,2005,2006,FALSE
CITROEN,C8,Exclusive,2006,2007,FALSE
CITROEN,C8,Exclusive,2003,2005,FALSE
CITROEN,C8,Exclusive,2003,2004,FALSE
CITROEN,C8,LX,2003,2006,FALSE
CITROEN,C8,LX,2005,2006,FALSE
CITROEN,C8,SX,2003,2006,FALSE
CITROEN,C8,SX,2005,2006,FALSE
CITROEN,C8,SX,2003,2006,FALSE
CITROEN,C8,Exclusive,2004,2006,FALSE
CITROEN,C8,Exclusive,2005,2006,FALSE
CITROEN,C8,Exclusive,2003,2006,FALSE
CITROEN,C8,Exclusive,2003,2006,FALSE
CITROEN,C8,LX,2006,2007,FALSE
CITROEN,C8,SX,2006,2007,FALSE
CITROEN,C8,SX,2006,2007,FALSE
CITROEN,C8,Exclusive,2006,2007,FALSE
CITROEN,C8,SX,2003,2004,FALSE
CITROEN,C8,SX,2004,2006,FALSE
CITROEN,C8,Exclusive,2003,2004,FALSE
CITROEN,C8,Exclusive,2004,2006,FALSE
CITROEN,C8,Exclusive,2003,2004,FALSE
CITROEN,C8,Exclusive,2004,2006,FALSE
CITROEN,C8,LX,2008,2009,FALSE
CITROEN,C8,SX,2008,2009,FALSE
CITROEN,C8,LX,2008,2010,FALSE
CITROEN,C8,SX,2008,2010,FALSE
CITROEN,C8,SX,2008,2010,FALSE
CITROEN,C8,Exclusive,2008,2010,FALSE
CITROEN,C8,SX,2008,2010,FALSE
CITROEN,C8,Exclusive,2008,2010,FALSE
CITROEN,C-CROSSER,VTR,2008,2009,FALSE
CITROEN,C-CROSSER,VTR+,2008,2009,FALSE
CITROEN,C-CROSSER,Exclusive,2008,2009,FALSE
CITROEN,C-CROSSER,VTR+,2007,2012,FALSE
CITROEN,C-CROSSER,VTR+,2009,2012,FALSE
CITROEN,C-CROSSER,Exclusive,2007,2012,FALSE
CITROEN,C-CROSSER,Exclusive,2009,2012,FALSE
CITROEN,C-CROSSER,Code,2008,2009,FALSE
CITROEN,DISPATCH COMBI,,2007,2011,FALSE
CITROEN,DISPATCH COMBI,,2010,2011,FALSE
CITROEN,DISPATCH COMBI,,2012,2015,FALSE
CITROEN,DISPATCH COMBI,,2011,2015,FALSE
CITROEN,DISPATCH COMBI,,2010,2011,FALSE
CITROEN,DISPATCH COMBI,,2007,2010,FALSE
CITROEN,DISPATCH COMBI,SX,2007,2011,FALSE
CITROEN,DISPATCH COMBI,,2007,2011,FALSE
CITROEN,DISPATCH COMBI,,2007,2010,FALSE
CITROEN,DISPATCH COMBI,SX,2007,2011,FALSE
CITROEN,DISPATCH COMBI,,2011,2015,FALSE
CITROEN,DISPATCH COMBI,,2012,2015,FALSE
CITROEN,DISPATCH COMBI,SX,2011,2015,FALSE
CITROEN,DISPATCH COMBI,SX,2011,2015,FALSE
CITROEN,DISPATCH COMBI,SX,2007,2011,FALSE
CITROEN,DISPATCH COMBI,SX,2013,2015,FALSE
CITROEN,DISPATCH COMBI,SX,2011,2015,FALSE
CITROEN,DISPATCH COMBI,,2018,2019,FALSE
CITROEN,DISPATCH COMBI,,2018,2019,FALSE
CITROEN,DISPATCH COMBI,,2018,2019,FALSE
CITROEN,DISPATCH COMBI,,2018,2019,FALSE
CITROEN,DISPATCH COMBI,,2016,2018,FALSE
CITROEN,DISPATCH COMBI,,2016,2018,FALSE
CITROEN,DISPATCH COMBI,,2016,2018,FALSE
CITROEN,DISPATCH COMBI,,2016,2018,FALSE
CITROEN,DISPATCH COMBI,,2016,2018,FALSE
CITROEN,DISPATCH COMBI,,2017,2018,FALSE
CITROEN,DISPATCH COMBI,,2016,2017,FALSE
CITROEN,DISPATCH COMBI,,2017,2017,FALSE
CITROEN,DISPATCH COMBI,,2017,2017,FALSE
CITROEN,SPACE TOURER,Business,2018,2018,FALSE
CITROEN,SPACE TOURER,Business,2018,2018,FALSE
CITROEN,SPACE TOURER,Feel,2018,2019,FALSE
CITROEN,SPACE TOURER,Feel,2018,2022,FALSE
CITROEN,SPACE TOURER,Feel,2018,2019,FALSE
CITROEN,SPACE TOURER,Feel,2018,2022,FALSE
CITROEN,SPACE TOURER,Business,2018,2018,FALSE
CITROEN,SPACE TOURER,Business,2018,2018,FALSE
CITROEN,SPACE TOURER,Business,2018,2019,FALSE
CITROEN,SPACE TOURER,Business,2019,2022,FALSE
CITROEN,SPACE TOURER,Business,2018,2022,FALSE
CITROEN,SPACE TOURER,Feel,2016,2017,FALSE
CITROEN,SPACE TOURER,Feel,2016,2017,FALSE
CITROEN,SPACE TOURER,Feel,2016,2017,FALSE
CITROEN,SPACE TOURER,Feel,2016,2017,FALSE
CITROEN,SPACE TOURER,Feel,2016,2018,FALSE
CITROEN,SPACE TOURER,Feel,2016,2018,FALSE
CITROEN,SPACE TOURER,Feel,2017,2017,FALSE
CITROEN,SPACE TOURER,Feel,2017,2017,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Feel,2016,2017,FALSE
CITROEN,SPACE TOURER,Feel,2016,2017,FALSE
CITROEN,SPACE TOURER,Feel,2016,2018,FALSE
CITROEN,SPACE TOURER,Feel,2016,2018,FALSE
CITROEN,SPACE TOURER,Feel,2017,2018,FALSE
CITROEN,SPACE TOURER,Feel,2017,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2018,FALSE
CITROEN,SPACE TOURER,Feel,2019,2020,FALSE
CITROEN,SPACE TOURER,Business,2019,2020,FALSE
CITROEN,SPACE TOURER,Business,2019,2020,FALSE
CITROEN,SPACE TOURER,Feel,2020,2022,FALSE
CITROEN,SPACE TOURER,Flair,2020,2022,FALSE
CITROEN,SPACE TOURER,Business,2020,2022,FALSE
CITROEN,SPACE TOURER,Business,2020,2022,FALSE
CITROEN,SPACE TOURER,Feel,2016,2019,FALSE
CITROEN,SPACE TOURER,Feel,2016,2020,FALSE
CITROEN,SPACE TOURER,Feel,2017,2019,FALSE
CITROEN,SPACE TOURER,Feel,2017,2020,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2017,2019,FALSE
CITROEN,SPACE TOURER,Flair,2017,2020,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Business,2016,2019,FALSE
CITROEN,SPACE TOURER,Business,2019,2020,FALSE
CITROEN,SPACE TOURER,Business,2016,2020,FALSE
CITROEN,SPACE TOURER,Business,2017,2018,FALSE
CITROEN,SPACE TOURER,Business,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Feel,2018,2019,FALSE
CITROEN,SPACE TOURER,Feel,2018,2019,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2018,2019,FALSE
CITROEN,SPACE TOURER,Flair,2018,2022,FALSE
CITROEN,SPACE TOURER,Flair,2018,2022,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2018,2018,FALSE
CITROEN,SPACE TOURER,Flair,2018,2018,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2017,2018,FALSE
CITROEN,SPACE TOURER,Flair,2018,2019,FALSE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2017,2018,FALSE
CITROEN,SPACE TOURER,Business,2017,2018,FALSE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2018,,TRUE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2018,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2023,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2018,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2018,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2017,2018,FALSE
CITROEN,SPACE TOURER,Business Lounge,2023,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2018,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2018,,TRUE
CITROEN,SPACE TOURER,Rip Curl,2018,2019,FALSE
CITROEN,SPACE TOURER,Rip Curl,2018,2019,FALSE
CITROEN,SPACE TOURER,Rip Curl,2018,2019,FALSE
CITROEN,SPACE TOURER,Rip Curl,2018,2019,FALSE
CITROEN,SPACE TOURER,Feel,2020,2021,FALSE
CITROEN,SPACE TOURER,Business Edition,2023,,TRUE
CITROEN,SPACE TOURER,Business Edition,2023,2023,FALSE
CITROEN,SPACE TOURER,Business Edition,2023,,TRUE
CITROEN,SPACE TOURER,Business Edition,2023,2023,FALSE
CITROEN,SPACE TOURER,Business Edition,2021,,TRUE
CITROEN,SPACE TOURER,Business Edition,2021,2023,FALSE
CITROEN,SPACE TOURER,Business Edition,2021,,TRUE
CITROEN,SPACE TOURER,Business Edition,2021,2023,FALSE
CITROEN,SPACE TOURER,Business Edition,2023,,TRUE
CITROEN,SPACE TOURER,Business Edition,2023,2023,FALSE
CITROEN,SPACE TOURER,Business Edition,2023,,TRUE
CITROEN,SPACE TOURER,Business Edition,2023,2023,FALSE
CITROEN,SPACE TOURER,Business Edition,2021,,TRUE
CITROEN,SPACE TOURER,Business Edition,2021,2023,FALSE
CITROEN,SPACE TOURER,Business Edition,2021,,TRUE
CITROEN,SPACE TOURER,Business Edition,2021,2023,FALSE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2023,2023,FALSE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2023,2023,FALSE
CITROEN,SPACE TOURER,Business,2020,,TRUE
CITROEN,SPACE TOURER,Business,2022,2023,FALSE
CITROEN,SPACE TOURER,Business,2020,,TRUE
CITROEN,SPACE TOURER,Business,2022,2023,FALSE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2023,2023,FALSE
CITROEN,SPACE TOURER,Business,2023,,TRUE
CITROEN,SPACE TOURER,Business,2023,2023,FALSE
CITROEN,SPACE TOURER,Business,2022,,TRUE
CITROEN,SPACE TOURER,Business,2022,2023,FALSE
CITROEN,SPACE TOURER,Business,2022,,TRUE
CITROEN,SPACE TOURER,Business,2022,2023,FALSE
CITROEN,SPACE TOURER,Business Lounge,2023,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2023,2023,FALSE
CITROEN,SPACE TOURER,Business Lounge,2022,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2022,2023,FALSE
CITROEN,SPACE TOURER,Business Lounge,2022,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2022,2023,FALSE
CITROEN,SPACE TOURER,Business Lounge,2023,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2023,2023,FALSE
CITROEN,SPACE TOURER,Business Lounge,2022,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2022,2023,FALSE
CITROEN,SPACE TOURER,Business Lounge,2022,,TRUE
CITROEN,SPACE TOURER,Business Lounge,2022,2023,FALSE
CITROEN,SPACE TOURER,Flair,2021,2022,FALSE
CITROEN,SPACE TOURER,Flair,2021,2022,FALSE
CITROEN,SPACE TOURER,Flair,2021,2022,FALSE
CITROEN,SPACE TOURER,Flair,2021,2022,FALSE
COLEMAN MILNE,WINDSOR,,1995,1997,FALSE
COLEMAN MILNE,WINDSOR,,1997,1999,FALSE
COLEMAN MILNE,WINDSOR,,1995,1997,FALSE
COLEMAN MILNE,MINSTER,,1996,1997,FALSE
COLEMAN MILNE,MINSTER,,1997,1999,FALSE
COLEMAN MILNE,MINSTER,,1996,1998,FALSE
COLEMAN MILNE,DORCHESTER,,1995,1997,FALSE
COLEMAN MILNE,DORCHESTER,,1995,1997,FALSE
COLEMAN MILNE,DORCHESTER,,1997,1999,FALSE
COLEMAN MILNE,DORCHESTER,,1997,1999,FALSE
COLEMAN MILNE,DORCHESTER,,1995,1997,FALSE
COLEMAN MILNE,DORCHESTER,,1995,1997,FALSE
COLEMAN MILNE,GROSVENOR,,1995,1998,FALSE
COLEMAN MILNE,GROSVENOR,,1995,1998,FALSE
COLEMAN MILNE,LIMOUSINE,,1999,2000,FALSE
COLEMAN MILNE,LIMOUSINE,,2000,2011,FALSE
COLEMAN MILNE,LIMOUSINE,,1999,2001,FALSE
COLEMAN MILNE,LIMOUSINE,,2001,2011,FALSE
COLEMAN MILNE,LIMOUSINE,,1999,2011,FALSE
COLEMAN MILNE,LIMOUSINE,,2000,2011,FALSE
COLEMAN MILNE,LIMOUSINE,,1999,2000,FALSE
